      2 30008158	baby doll	 (GPC attValue)
      2 30008146	brick puzzle	 (GPC attValue)
      2 30008078	self-adhesive	 (GPC attValue)
      2 30008063	single lens reflex (slr)	 (GPC attValue)
      2 30008020	on-ear with headband	 (GPC attValue)
      2 30008019	over-ear with headband	 (GPC attValue)
      2 30008018	in-ear	 (GPC attValue)
      2 30008015	sport	 (GPC attValue)
      2 30008013	thriller	 (GPC attValue)
      2 30008012	comedy	 (GPC attValue)
      2 30007983	xd (extreme digital) card	 (GPC attValue)
      2 30007973	usb stick	 (GPC attValue)
      2 30007917	without cd player	 (GPC attValue)
      2 30007916	with cd player	 (GPC attValue)
      2 30007903	two ci slot	 (GPC attValue)
      2 30007902	one ci slot	 (GPC attValue)
      2 30007897	not included	 (GPC attValue)
      2 30007896	dvd ram	 (GPC attValue)
      2 30007895	dvd/rw	 (GPC attValue)
      2 30007888	vhs-c	 (GPC attValue)
      2 30007887	vh	 (GPC attValue)
      2 30007871	cable/terrestrial tuner	 (GPC attValue)
      2 30007864	pouch	 (GPC attValue)
      2 30007862	microwave	 (GPC attValue)
      2 30007855	formal	 (GPC attValue)
      2 30007853	casual	Casual is the dress code that emphasizes comfort and personal expression. (GPC attValue)
      2 30007796	audio visual	 (GPC attValue)
      2 30007745	thermal	 (GPC attValue)
      2 30007743	plotter	 (GPC attValue)
      2 30007741	laserjet	 (GPC attValue)
      2 30007728	passive system	 (GPC attValue)
      2 30007727	active system	 (GPC attValue)
      2 30007719	plasma	 (GPC attValue)
      2 30007718	organic light emitting diode (oled)	 (GPC attValue)
      2 30007716	cathode ray tube (crt)	 (GPC attValue)
      2 30007694	skateboard	 (GPC attValue)
      2 30007692	cycle pedal	 (GPC attValue)
      2 30007674	windows ce	 (GPC attValue)
      2 30007663	keyboard/pen	 (GPC attValue)
      2 30007647	reference	 (GPC attValue)
      2 30007643	organizer	 (GPC attValue)
      2 30007632	database	 (GPC attValue)
      2 30007618	hd dvd drive	 (GPC attValue)
      2 30007617	cd drive	 (GPC attValue)
      2 30007614	internal	 (GPC attValue)
      2 30007588	laptop	 (GPC attValue)
      2 30007584	fan	 (GPC attValue)
      2 30007565	keyboard cover	 (GPC attValue)
      2 30007559	multi-use	 (GPC attValue)
      2 30007558	liquid crystal display (lcd) monitor	 (GPC attValue)
      2 30007537	pocket watch	 (GPC attValue)
      2 30007486	hinged	 (GPC attValue)
      2 30007464	open toe/open back	 (GPC attValue)
      2 30007462	closed toe, closed back/open instep	 (GPC attValue)
      2 30007461	closed toe/open back	 (GPC attValue)
      2 30007457	integral footbed	 (GPC attValue)
      2 30007456	extra depth to accommodate insert	 (GPC attValue)
      2 30007454	mid-calf	Rises to the mid calf of the leg (GPC attValue)
      2 30007435	cleaner	A solution, such as a liquid or gel, used to clean dirt, debris or marks off of the product. (GPC attValue)
      2 30007406	shoe	 (GPC attValue)
      2 30007405	boot	 (GPC attValue)
      2 30007384	calendar (desktop)	 (GPC attValue)
      2 30007261	4 hole paper punch	 (GPC attValue)
      2 30007260	3 hole paper punch	 (GPC attValue)
      2 30007259	2 hole paper punch	 (GPC attValue)
      2 30007252	strip cut	 (GPC attValue)
      2 30007251	disintegrator/granulator	 (GPC attValue)
      2 30007250	cross cut	 (GPC attValue)
      2 30007207	tape binding machine	 (GPC attValue)
      2 30007206	wire coil binding machine	 (GPC attValue)
      2 30007205	plastic comb binding machine	 (GPC attValue)
      2 30007189	white board	 (GPC attValue)
      2 30007188	blackboard	A blackboard (also known as a chalkboard) is a reusable writing surface on which text or drawings are made with sticks of calcium sulfate or calcium carbonate, known, when used for this purpose, as chalk. Blackboards were originally made of smooth, thin sheets of black or dark grey slate stone. Modern versions are often green because the colour is considered easier on the eyes. (GPC attValue)
      2 30007124	guitar	 (GPC attValue)
      2 30007111	drum	 (GPC attValue)
      2 30007046	baby viewing /sound monitor	 (GPC attValue)
      2 30007044	baby sound/movement monitor	 (GPC attValue)
      2 30006993	smell	 (GPC attValue)
      2 30006978	pet ball	 (GPC attValue)
      2 30006977	pet activity centre	 (GPC attValue)
      2 30006919	water pump	 (GPC attValue)
      2 30006916	water filter	 (GPC attValue)
      2 30006876	non automatic	 (GPC attValue)
      2 30006866	blister pack	 (GPC attValue)
      2 30006850	floor cleaning	 (GPC attValue)
      2 30006839	table	 (GPC attValue)
      2 30006835	four/more ply	 (GPC attValue)
      2 30006834	three ply	 (GPC attValue)
      2 30006833	two ply	 (GPC attValue)
      2 30006755	cabbage salad	 (GPC attValue)
      2 30006754	herring salad	 (GPC attValue)
      2 30006753	celery salad	 (GPC attValue)
      2 30006752	beet salad	 (GPC attValue)
      2 30006751	egg salad	 (GPC attValue)
      2 30006745	red beet	 (GPC attValue)
      2 30006743	sour cherry	 (GPC attValue)
      2 30006735	whey drink	 (GPC attValue)
      2 30006728	88mm/over	 (GPC attValue)
      2 30006727	78-87mm	 (GPC attValue)
      2 30006721	tonic water	 (GPC attValue)
      2 30006720	cola	 (GPC attValue)
      2 30006712	prepared bread dough	 (GPC attValue)
      2 30006692	folded	 (GPC attValue)
      2 30006691	box/free flow	 (GPC attValue)
      2 30006687	cushion	 (GPC attValue)
      2 30006683	moisturising	 (GPC attValue)
      2 30006604	guaranine based	 (GPC attValue)
      2 30006581	united kingdom - england - south east anglia	 (GPC attValue)
      2 30006563	united kingdom - england - midland	 (GPC attValue)
      2 30006554	thailand - bangkok	 (GPC attValue)
      2 30006500	germany - bavaria	 (GPC attValue)
      2 30006439	usa - north west	 (GPC attValue)
      2 30006434	united kingdom - england - yorkshire	 (GPC attValue)
      2 30006431	united kingdom - england - kent	 (GPC attValue)
      2 30006416	singapore	 (GPC attValue)
      2 30006412	poland - silesia	 (GPC attValue)
      2 30006410	norway - tromso	 (GPC attValue)
      2 30006409	norway - oslo	 (GPC attValue)
      2 30006408	norway - bergen	 (GPC attValue)
      2 30006397	korea	 (GPC attValue)
      2 30006379	ireland - kilkenny	 (GPC attValue)
      2 30006378	ireland - county wexford	 (GPC attValue)
      2 30006376	india - calcutta	 (GPC attValue)
      2 30006358	greece - athen	 (GPC attValue)
      2 30006254	united kingdom - england - rutland	 (GPC attValue)
      2 30006253	united kingdom - england - northwest	 (GPC attValue)
      2 30006250	united kingdom - england - east anglia	 (GPC attValue)
      2 30006234	luxembourg	 (GPC attValue)
      2 30006217	denmark - odense	 (GPC attValue)
      2 30006216	czech republic	 (GPC attValue)
      2 30006215	czech republic - pilsen	 (GPC attValue)
      2 30006214	czech republic - bohemia	 (GPC attValue)
      2 30006211	china - tsingtao	 (GPC attValue)
      2 30006204	australia - western australia - perth	 (GPC attValue)
      2 30006200	australia - new south wales - sydney	 (GPC attValue)
      2 30006198	australia - new south wales - brisbane	 (GPC attValue)
      2 30006193	africa - south africa	 (GPC attValue)
      2 30006192	africa - nigeria	 (GPC attValue)
      2 30006141	multipurpose hair trimmer	 (GPC attValue)
      2 30006083	3 pin connection	 (GPC attValue)
      2 30006082	2 pin connection	 (GPC attValue)
      2 30006071	fluorescent tube	 (GPC attValue)
      2 30006024	blade razor	 (GPC attValue)
      2 30006015	pump freshener	 (GPC attValue)
      2 30006007	false nails glue dryer	 (GPC attValue)
      2 30005997	tablet/capsule	 (GPC attValue)
      2 30005985	nail file	 (GPC attValue)
      2 30005921	yemen	 (GPC attValue)
      2 30005920	yemen - san'ani	 (GPC attValue)
      2 30005919	yemen - raimi	 (GPC attValue)
      2 30005918	yemen - mattari	 (GPC attValue)
      2 30005917	yemen - hirazi	 (GPC attValue)
      2 30005915	tanzania - mount kilimanjaro	 (GPC attValue)
      2 30005914	tanzania - highlands between lake nyassa/tanjanyika	 (GPC attValue)
      2 30005912	peru - cuzco	 (GPC attValue)
      2 30005911	peru - chanchamaya	 (GPC attValue)
      2 30005910	papua new guinea	 (GPC attValue)
      2 30005909	papua new guinea - morobe	 (GPC attValue)
      2 30005908	papua new guinea - highland	 (GPC attValue)
      2 30005906	panama - boquete	 (GPC attValue)
      2 30005905	mexico - veracruz	 (GPC attValue)
      2 30005902	mexico - coatepec	 (GPC attValue)
      2 30005901	mexico - chiapa	 (GPC attValue)
      2 30005899	kenya - nyanza	 (GPC attValue)
      2 30005898	kenya - nakuru	 (GPC attValue)
      2 30005897	kenya - mount kenya	 (GPC attValue)
      2 30005896	kenya - kasii	 (GPC attValue)
      2 30005895	kenya - kajiado	 (GPC attValue)
      2 30005893	jamaica - blue mountain	 (GPC attValue)
      2 30005891	indonesia - sumatra	 (GPC attValue)
      2 30005890	indonesia - sumatra - takengon	 (GPC attValue)
      2 30005889	indonesia - sumatra - sumbul	 (GPC attValue)
      2 30005888	indonesia - sumatra - lintong nihuta	 (GPC attValue)
      2 30005887	indonesia - sumatra - laut tawar lake	 (GPC attValue)
      2 30005886	indonesia - sumatra - lake toba	 (GPC attValue)
      2 30005885	indonesia - sulawesi	 (GPC attValue)
      2 30005884	indonesia - sulawesi - torojaland	 (GPC attValue)
      2 30005883	indonesia - java - western island	 (GPC attValue)
      2 30005882	indonesia - java	 (GPC attValue)
      2 30005881	indonesia - java - eastern island	 (GPC attValue)
      2 30005880	indonesia - java - central island	 (GPC attValue)
      2 30005878	india - tamilnadu	 (GPC attValue)
      2 30005877	india - mysore	 (GPC attValue)
      2 30005876	india - malabar	 (GPC attValue)
      2 30005875	india - kerala	 (GPC attValue)
      2 30005874	india - karnataka	 (GPC attValue)
      2 30005873	hawaii	 (GPC attValue)
      2 30005872	hawaii - oahu	 (GPC attValue)
      2 30005871	hawaii - molokai	 (GPC attValue)
      2 30005870	hawaii - maui	 (GPC attValue)
      2 30005869	hawaii - kona	 (GPC attValue)
      2 30005868	hawaii - kauai	 (GPC attValue)
      2 30005866	guatemala - san marco	 (GPC attValue)
      2 30005865	guatemala - hue hue tenango	 (GPC attValue)
      2 30005864	guatemala - coban	 (GPC attValue)
      2 30005863	guatemala - atitlan	 (GPC attValue)
      2 30005862	guatemala - antigua	 (GPC attValue)
      2 30005861	ethiopia - yergacheffe	 (GPC attValue)
      2 30005859	ethiopia - sidamo	 (GPC attValue)
      2 30005858	ethiopia - limmu	 (GPC attValue)
      2 30005857	ethiopia - lekempti	 (GPC attValue)
      2 30005856	ethiopia - harrar	 (GPC attValue)
      2 30005855	ethiopia - djimmah	 (GPC attValue)
      2 30005854	ethiopia - bebeka	 (GPC attValue)
      2 30005853	costa - rica - volcan poa	 (GPC attValue)
      2 30005852	costa - rica - tres rio	 (GPC attValue)
      2 30005851	costa - rica - tarrazu	 (GPC attValue)
      2 30005850	costa - rica - naranjo	 (GPC attValue)
      2 30005849	costa - rica - heredia	 (GPC attValue)
      2 30005848	costa - rica - central valley	 (GPC attValue)
      2 30005847	costa - rica - alajeula	 (GPC attValue)
      2 30005846	colombia - narino	 (GPC attValue)
      2 30005845	colombia - popayan	 (GPC attValue)
      2 30005844	colombia - medellin	 (GPC attValue)
      2 30005843	colombia - magdelena	 (GPC attValue)
      2 30005842	colombia - huila	 (GPC attValue)
      2 30005841	colombia - bucaramanga	 (GPC attValue)
      2 30005839	brazil - sao paulo	 (GPC attValue)
      2 30005838	brazil - rondonia	 (GPC attValue)
      2 30005837	brazil - rio de janeiro	 (GPC attValue)
      2 30005836	brazil - parana	 (GPC attValue)
      2 30005835	brazil - minas gerai	 (GPC attValue)
      2 30005834	brazil - goia	 (GPC attValue)
      2 30005833	brazil - espirito santo	 (GPC attValue)
      2 30005832	brazil - bahia	 (GPC attValue)
      2 30005830	pasta/tomato sauce	 (GPC attValue)
      2 30005828	pasta/cheese sauce	 (GPC attValue)
      2 30005779	guinea pig	 (GPC attValue)
      2 30005745	aerator	 (GPC attValue)
      2 30005727	support	 (GPC attValue)
      2 30005625	water heater	 (GPC attValue)
      2 30005549	milk extractor	 (GPC attValue)
      2 30005531	pantyhose	 (GPC attValue)
      2 30005487	mercury	 (GPC attValue)
      2 30005486	inhalator	 (GPC attValue)
      2 30005427	soft contact len	 (GPC attValue)
      2 30005379	sling	 (GPC attValue)
      2 30005321	anti-oxidant	 (GPC attValue)
      2 30005315	yearly	 (GPC attValue)
      2 30005220	gas permeable contact len	 (GPC attValue)
      2 30005183	bottle warmer	 (GPC attValue)
      2 30005176	otic	 (GPC attValue)
      2 30005154	dustbin	 (GPC attValue)
      2 30005138	mat	 (GPC attValue)
      2 30005137	impregnated wood	 (GPC attValue)
      2 30005030	louse	 (GPC attValue)
      2 30005021	pellet	 (GPC attValue)
      2 30005003	metal - stainless steel	 (GPC attValue)
      2 30005002	metal - silver	 (GPC attValue)
      2 30005001	metal - gold	 (GPC attValue)
      2 30005000	metal - chrome	 (GPC attValue)
      2 30004999	metal - brass	 (GPC attValue)
      2 30004989	suede	 (GPC attValue)
      2 30004973	impregnated brush/sponge	 (GPC attValue)
      2 30004966	ironing	 (GPC attValue)
      2 30004965	household cleaning	 (GPC attValue)
      2 30004964	dry cleaning	 (GPC attValue)
      2 30004951	dustpan	This term is used to describe a flat hand-held receptacle into which dust and waste can be swept. (GPC attValue)
      2 30004950	bucket	 (GPC attValue)
      2 30004746	incense	 (GPC attValue)
      2 30004743	aromatic oil	 (GPC attValue)
      2 30004741	aerosol freshener	 (GPC attValue)
      2 30004662	bathroom/toilet	This term is used to describe products that manufacture has specifically designed for use in a room often called a bathroom, lavatory, restroom, toilet, and water closet. This room may contain any combination of a sink, toilet, bathtub and/or a shower. (GPC attValue)
      2 30004601	window	 (GPC attValue)
      2 30004594	door	 (GPC attValue)
      2 30004585	holder/stand	 (GPC attValue)
      2 30004439	split ends treatment	 (GPC attValue)
      2 30004432	anti-baldness treatment	 (GPC attValue)
      2 30004431	anti-dandruff	 (GPC attValue)
      2 30004415	nail buffer	 (GPC attValue)
      2 30004410	cuticle pusher	 (GPC attValue)
      2 30004408	callus shaver	 (GPC attValue)
      2 30004406	nail polish dryer	 (GPC attValue)
      2 30004363	whitening system	 (GPC attValue)
      2 30004348	wash out	 (GPC attValue)
      2 30004313	tooth brush	 (GPC attValue)
      2 30004239	soap dish	 (GPC attValue)
      2 30004105	non waterproof	 (GPC attValue)
      2 30004050	headband	 (GPC attValue)
      2 30004003	lancet	 (GPC attValue)
      2 30003998	interdental brush	 (GPC attValue)
      2 30003986	razor holder/stand	 (GPC attValue)
      2 30003958	gum stimulator	 (GPC attValue)
      2 30003956	gum cleaning brush	 (GPC attValue)
      2 30003934	foundation	 (GPC attValue)
      2 30003918	flosser	 (GPC attValue)
      2 30003859	eye shadow	 (GPC attValue)
      2 30003856	eye liner	 (GPC attValue)
      2 30003766	cut throat razor	 (GPC attValue)
      2 30003743	concealer/corrector	 (GPC attValue)
      2 30003735	colour care	 (GPC attValue)
      2 30003718	cartridge system razor	 (GPC attValue)
      2 30003642	all type	 (GPC attValue)
      2 30003631	dairy substitute	 (GPC attValue)
      2 30003628	filled wrap	 (GPC attValue)
      2 30003289	celery seed	 (GPC attValue)
      2 30003288	allspice	 (GPC attValue)
      2 30003281	strong ale/strank	 (GPC attValue)
      2 30003259	unroasted	 (GPC attValue)
